ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
183  ,PRESLAND RD ,K1K2C1,Ward 13,,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,"10,000",-1461,2100831,Demolition, 2021-Feb-01
48  ,"MALACHIGAN, CROISSANT DU  ",K4A1G6,Ward 19,4M-1592,139,TREVI POOLS,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0,0,0,2100832,Pool Enclosure, 2021-Feb-01
1349  ,RANDALL AVE ,K1H7R2,Ward 18,552,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations in a 2 storey institutional building (Alta Vista Public School),0,"200,000",861,2100833,Construction, 2021-Feb-01
582  ,MERKLEY DR ,K4A1L5,Ward 1,50M96,331,CAMPBELL POOLS (YOUVILLE),Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,2100834,Pool Enclosure, 2021-Feb-01
582  ,MERKLEY DR ,K4A1L5,Ward 1,50M96,331,"WILSON, CHANTAL",Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,2100834,Pool Enclosure, 2021-Feb-01
2062  ,"ST-JOSEPH, BOULEVARD  ",K1C1E6,Ward 2,4M-,,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit up in a 1 storey commercial building,0,"800,000",6932,2100835,Construction, 2021-Feb-01
700  ,CAIRN CRES ,K1W0P8,Ward 2,4M-,,RICHCRAFT GROUP OF COMPANIES,Single,Gloucester,Construct a 2 storey detached dwelling,1,"525,595",3292,2100836,Construction, 2021-Feb-01
10  ,MERRIMAN AVE ,K1K3E6,Ward 13,M83,190,IMPRESSIONS GROUP,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,2100837,Pool Enclosure, 2021-Feb-01
2026  ,TENTH LINE RD ,K4A4X4,Ward 19,4M-,,CONTRACTOR UNKNOWN,Retail,Cumberland,Tenant fit-up on the first floor of a 1 storey retail building (Unit B1 - Compounding Pharmacy),0,"34,186",1402,2100838,Construction, 2021-Feb-01
2155 B ,WORKMAN AVE ,K2A0A7,Ward 15,4M-,,LAGOIS DRAFTING & CONSTRUCTION INC.,Single,Old Ottawa,Construct a secondary dwelling unit on the ground floor of a 2 storey detached dwelling,1,"40,000",1752,2100839,Construction, 2021-Feb-01
2155  ,WORKMAN AVE ,K2A0A7,Ward 15,4M-,,LAGOIS DRAFTING & CONSTRUCTION INC.,Single,Old Ottawa,Construct a secondary dwelling unit on the ground floor of a 2 storey detached dwelling,1,"40,000",1752,2100839,Construction, 2021-Feb-01
2233 B ,ALTA VISTA DR ,K1H7L9,Ward 18,573,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Interior alterations to a 2 storey detached dwelling (finish the basement, modify existing ground/second floor layout & construct a sundeck)",1,"128,374",3024,2100840,Construction, 2021-Feb-01
2233  ,ALTA VISTA DR ,K1H7L9,Ward 18,573,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Interior alterations to a 2 storey detached dwelling (finish the basement, modify existing ground/second floor layout & construct a sundeck)",1,"128,374",3024,2100840,Construction, 2021-Feb-01
208  ,FLOWING CREEK CIR ,K2M0K1,Ward 23,4M-1499,53,PENGUIN BASEMENTS,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0,"17,911",482,2100841,Construction, 2021-Feb-01
108  ,HARTSMERE DR ,K2S2G1,Ward 6,4M-1226,91,PENGUIN BASEMENTS,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"24,080",648,2100842,Construction, 2021-Feb-01
1167  ,HALTON TERR ,K2W1H1,Ward 4,4M-1220,22,VERDUN WINDOWS AND DOORS,Single,Kanata,Alterations to install larger windows in basement of a 2 storey detached dwelling,0,"3,000",12,2100843,Construction, 2021-Feb-01
125  ,ZAIDA EDDY PRIV ,K1R0E3,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,"First time fit-up in an 8 storey office building (part Level P2 and, floors 2 - 7 &, part of 8)",0,"6,396,527",172135,2100844,Construction, 2021-Feb-01
17  ,ABERDEEN ST ,K1S3J3,Ward 14,13,1567,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Exterion/Interior alterations to underground parking garage on Levels P2, P3 & P4 only",0,"3,026,210",0,2100845,Construction, 2021-Feb-01
3187  ,ALBION RD S,K1V8Y3,Ward 10,4M-,3,DORAN CONTRACTORS LIMITED,Office,Old Ottawa,Interior alterations to a 2 storey office building,0,"237,485",2336,2100847,Construction, 2021-Feb-02
720  ,KING EDWARD AVE ,K1N6N5,Ward 12,53478,19 TO 31,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations to 4 university buildings (compressed air system modifications, uOttawa, Stem Complex & Power Plant)",0,"310,472",3229,2100848,Construction, 2021-Feb-02
170  ,LAURIER AVE W,K1P5V5,Ward 12,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Construction of demising walls to create a new office suite. Scope of work includes the office fit-up. Unit 1106, 11th Floor of a 13 storey office building",0,"34,000",958,2100849,Construction, 2021-Feb-02
85  ,UNIVERSITE PRIV ,K1N6N5,Ward 12,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Exterior alterations to 2 storey University of Ottawa (Jock Turcot Centre),0,"190,000",861,2100850,Construction, 2021-Feb-02
414  ,GOLDEN SPRINGS DR ,K4M0B9,Ward 22,4M1470,84,WAIDT DEVELOPMENTS,Single,Gloucester,Install an enclosure for an in ground pool (rear yard),0,0,0,2100851,Pool Enclosure, 2021-Feb-02
2970  ,TORWOOD DR ,K0A1T0,Ward 5,4M1257,10,JOEL EVAN POOLS,Single,West Carleton,Install an enclosure for an inground pool (rear yard),0,0,0,2100852,Pool Enclosure, 2021-Feb-02
309  ,DUNLIN RIDGE ,K2J0E3,Ward 3,4M1471,15,EDGEWATER POOLS,Single,Nepean,Install an enclosure for an in ground pool (rear yard),0,0,0,2100853,Pool Enclosure, 2021-Feb-02
127  ,BRITANNIA RD ,K2B5X1,Ward 7,4M-,,***CONTRACTOR***,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling (Fire Damage),0,"68,500",1603,2100854,Construction, 2021-Feb-02
1585  ,MERIVALE RD ,K2G3J4,Ward 9,4M-,,CONTRACTOR UNKNOWN,Retail,Nepean,Base building work for the construction of a new demising wall.  Prepare both suites on either side of the demising wall for future tenant fit-ups.,0,"1,060,842",21430,2100855,Construction, 2021-Feb-02
2735  ,COUNSELL CRT ,K4C1C7,Ward 19,50M-59,12,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to convert garage into a home office in a 2 storey detached dwelling,0,"12,000",273,2100856,Construction, 2021-Feb-02
7  ,ANGEL HTS ,K2S2N3,Ward 6,4M-1619,2,CLARIDGE HOMES (WESTWOOD) INC,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Amherst 2020 B,1,"309,357",1850,2100858,Construction, 2021-Feb-02
3025  ,ULTIMATE CRT ,K4P0G6,Ward 20,4M-,,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 1 storey detached dwelling,1,"417,047",2494,2100859,Construction, 2021-Feb-02
367  ,COPE DR ,K2V0P7,Ward 6,4M-,,CARDEL HOMES,Rowhouse,Goulbourn,Construct a 6 unit 2 storey rowhouse with finished basement,6,"1,542,363",13686,2100860,Construction, 2021-Feb-02
369  ,COPE DR ,K2V0P7,Ward 6,4M-,,CARDEL HOMES,Rowhouse,Goulbourn,Construct a 6 unit 2 storey rowhouse with finished basement,6,"1,542,363",13686,2100860,Construction, 2021-Feb-02
371  ,COPE DR ,K2V0P7,Ward 6,4M-,,CARDEL HOMES,Rowhouse,Goulbourn,Construct a 6 unit 2 storey rowhouse with finished basement,6,"1,542,363",13686,2100860,Construction, 2021-Feb-02
373  ,COPE DR ,K2V0P7,Ward 6,4M-,,CARDEL HOMES,Rowhouse,Goulbourn,Construct a 6 unit 2 storey rowhouse with finished basement,6,"1,542,363",13686,2100860,Construction, 2021-Feb-02
375  ,COPE DR ,K2V0P7,Ward 6,4M-,,CARDEL HOMES,Rowhouse,Goulbourn,Construct a 6 unit 2 storey rowhouse with finished basement,6,"1,542,363",13686,2100860,Construction, 2021-Feb-02
377  ,COPE DR ,K2V0P7,Ward 6,4M-,,CARDEL HOMES,Rowhouse,Goulbourn,Construct a 6 unit 2 storey rowhouse with finished basement,6,"1,542,363",13686,2100860,Construction, 2021-Feb-02
1560  ,RUMFORD DR ,K4A4C1,Ward 1,4M-1035,99,CONTRACTOR UNKNOWN,Single,Cumberland,Construct an addition on a 1 storey detached dwelling,0,"16,722",100,2100861,Construction, 2021-Feb-02
513  ,LEIMERK CRT ,K4M0E8,Ward 21,4M-1441,19,JOEL EVAN POOLS,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,2100862,Pool Enclosure, 2021-Feb-02
39  ,CLOVERLOFT CRT ,K2S1T3,Ward 6,4M-371,19,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a 1 storey detached dwelling with SDU in basement,2,"255,930",1531,2100863,Construction, 2021-Feb-02
7048  ,PARKWAY RD ,K4P1A9,Ward 20,4M-,39,CONTRACTOR UNKNOWN,Single,Osgoode,Exterior alterations to a 1 storey detached dwelling,0,"75,000",1599,2100864,Construction, 2021-Feb-02
89  ,BENTLEY AVE ,K2E6T7,Ward 9,459792,7,TPH PLUMBING AND HEATING,Industrial,Nepean,PLUMBING ONLY - Install a Premise Isolation Backflow Prevention Device,0,0,0,2100865,Construction, 2021-Feb-02
2006  ,ROBERTSON RD ,K2H1A5,Ward 8,4M-,35,FIRSTLINE CONSTRUCTION SERVICES,Retail,Nepean,Tenant fit up in a 1 storey retail building (Davidson Hearing),0,"75,000",3690,2100866,Construction, 2021-Feb-02
23  ,RASTILA CRES ,K1T2C5,Ward 10,4M-376,12,***CONTRACTOR***,Single,Old Ottawa,Install an enclosure for a Hot Tub (rear yard),0,0,0,2100867,Pool Enclosure, 2021-Feb-02
234  ,LAURIER AVE E,K1N6P2,Ward 12,14349,1 to 2,RON EASTERN CONSTRUCTION LTD.,Office,Old Ottawa,Interior alterations on the ground floor of a 24 storey office building (Figaro Coffee),0,"30,000",1640,2100868,Construction, 2021-Feb-02
1165  ,KENASTON ST ,K1B3N9,Ward 11,4M-,26,ACCESS SELF STORAGE INC.,Industrial,Gloucester,"Base building work to construct a new 2hr exit corridor extension and 1hr demising walls, within a 2 storey industrial building.",0,"85,000",1453,2100869,Construction, 2021-Feb-02
110  ,PLACE D'ORLEANS DR ,K1C2L9,Ward 1,86,37,CONTRACTOR UNKNOWN,Retail,Cumberland,Intrerior alterations to the 2nd floor of a 2 storey shopping mall (unit 2030 & 2040-base building work for future tenant- PWGSC office),0,"90,000",9505,2100870,Construction, 2021-Feb-03
190  ,COLONNADE RD S,K2E7J5,Ward 9,4M-,,4TÉ INC.,Industrial,Nepean,Tenant fit up in a 1 storey industrial building,0,"50,000",500,2100871,Construction, 2021-Feb-03
244  ,ENCLAVE WALK ,K1W0J4,Ward 2,4M1544,45,ROGER WILLIS CONTRACTING,Single,Gloucester,Install an enclosure for an in ground pool (rear yard),0,0,0,2100872,Pool Enclosure, 2021-Feb-03
1165  ,KENASTON ST ,K1B3N9,Ward 11,4M-,26,ACCESS PROPERTY DEVELOPMENT INC.,Retail,Gloucester,Tenant fit-up on the on all floors of a 2 storey industrial building (Access Self Storage Inc. - Suite 202),0,"900,000",25963,2100873,Construction, 2021-Feb-03
1960  ,NASKAPI DR ,K1J8K3,Ward 11,4M-,1114,"THOMAS, SHANE",Single,Gloucester,Finish the basement in a 2 storey detached dwelling,0,"23,235",500,2100874,Construction, 2021-Feb-03
1423  ,DEAVY WAY ,K1E2W7,Ward 1,50M-71,,PRISTINE RENOVATIONS,Rowhouse,Cumberland,Finish the basement in a 2 storey rowhouse,0,"21,516",463,2100875,Construction, 2021-Feb-03
75  ,CATHCART ST ,K1N5B7,Ward 12,3,5,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations in a 2 storey semi-detached dwelling,0,"20,000",700,2100876,Construction, 2021-Feb-03
1550  ,"VERCHERES, RUE DE  ",K1C7C7,Ward 2,,2,FAST EDDIE'S AUTO RECYCLING,Demolition,Gloucester,Demolish a 1 storey institutional building  (Samuel Genest to La Source School),0,"78,000",-20850,2100877,Demolition, 2021-Feb-03
480  ,GOLDEN AVE ,K2A2E5,Ward 15,283,187,ROGER WILLIS POOLS & LANDSCAPES,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,2100878,Pool Enclosure, 2021-Feb-03
17  ,CATHCART SQ ,K1N5Z9,Ward 12,3,21,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations in a 2 storey semi-detached dwelling (add kitchenette on 2nd floor - NOT a secondary dwelling Unit),0,"5,000",54,2100880,Construction, 2021-Feb-03
63  ,PARKLAND CRES ,K2H5V5,Ward 9,564018,43,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 2 storey detached dwelling,0,"30,000",1280,2100881,Construction, 2021-Feb-03
80  ,WINDING WAY ,K2G6Y6,Ward 22,4M-1153,9,EDGEWATER POOLS,Single,Nepean,Install an enclosure for an in ground pool (rear yard),0,0,0,2100882,Pool Enclosure, 2021-Feb-03
874 B ,REX AVE ,K2A2P7,Ward 15,294284,7,HIGHBRIDGE CONSTRUCTION,Single,Old Ottawa,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1,"50,000",920,2100883,Construction, 2021-Feb-03
874  ,REX AVE ,K2A2P7,Ward 15,294284,7,HIGHBRIDGE CONSTRUCTION,Single,Old Ottawa,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1,"50,000",920,2100883,Construction, 2021-Feb-03
5248  ,MCLEAN CRES ,K4M1G1,Ward 21,4M-,,CONTRACTOR UNKNOWN,Single,Rideau,Exterior/ Interior alterations to a 1 storey detached dwelling,0,"80,000",1701,2100885,Construction, 2021-Feb-03
98  ,SOUTHPORT DR ,K1T3P5,Ward 10,4M-733,,CDRG RED TEAM,Rowhouse,Old Ottawa,"Interior/exterior alterations to a 2 storey rowhouse (roof, insulation, drywall due to fire)",0,"75,000",650,2100886,Construction, 2021-Feb-03
1064  ,WELLINGTON ST W,K1Y2Y3,Ward 15,4M-,,CITY OF OTTAWA,Institutional,Old Ottawa,Replace folding wall enclosure in gymnasium of a 2 storey institutional building (Hintonburg Community Centre),0,"280,000",323,2100887,Construction, 2021-Feb-03
2372  ,MALONE CRES ,K2C1L5,Ward 8,394911,570,CONTRACTOR UNKNOWN,Single,Old Ottawa,Alterations to a deck (rear yard),0,500,22,2100888,Construction, 2021-Feb-03
2372  ,MALONE CRES ,K2C1L5,Ward 8,394911,570,***CONTRACTOR***,Single,Old Ottawa,Install an enclosure for an above ground pool (rear yard),0,0,0,2100890,Pool Enclosure, 2021-Feb-03
805  ,BAYVIEW DR ,K0A3M0,Ward 5,424,100,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a new 1 storey modular dwelling and foundation,1,"211,533",165,2100891,Construction, 2021-Feb-03
2825  ,DUMAURIER AVE ,K2B7W3,Ward 7,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to the kitchen in a 2 storey community building (Boys and Girls Club of Ottawa),0,"100,000",393,2100892,Construction, 2021-Feb-03
29  ,FOULIS CRES ,K2L4H2,Ward 23,4M-1094,,CONTRACTOR UNKNOWN,Semi - Detached,Kanata,Construct a secondary dwelling unit in the basement of a 2 storey semi-detached dwelling,1,"60,000",1110,2100893,Construction, 2021-Feb-03
202  ,SKIPPER DR ,K4M0M5,Ward 21,,19,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Cambria 2019 B,1,"448,651",2683,2100894,Construction, 2021-Feb-03
108  ,BEACHVALE LANE ,K2W1G7,Ward 5,4M-1182,26,PTG CONSTRUCTION INC.,Single,Kanata,Interior alterations in a 1 storey detached dwelling,0,"10,000",108,2100895,Construction, 2021-Feb-03
36  ,JETTY DR ,K4M0M5,Ward 21,,4,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Birch 2019 4 Bedroom B,1,"395,475",2365,2100896,Construction, 2021-Feb-03
3429  ,GREENLAND RD ,K0A1T0,Ward 5,4M-,,CONTRACTOR UNKNOWN,Single,West Carleton,Install a wood insert a 1 storey detached dwelling,0,"5,527",0,2100897,Construction, 2021-Feb-03
53  ,WEST PRESLAND RD ,K1K2C3,Ward 13,590,25,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior/Exterior alterations to a 1 storey detached dwelling and construct a secondary dwelling unit in the basement,1,"99,530",1900,2100898,Construction, 2021-Feb-03
19  ,SALAMANDER WAY ,K1X0E9,Ward 22,4M-1617,20,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Annapolis 2019 M,1,"606,674",3628,2100899,Construction, 2021-Feb-03
312  ,EAGLEHEAD CRES ,K2S2J1,Ward 6,4M-,,CONTRACTOR UNKNOWN,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"51,024",1098,2100900,Construction, 2021-Feb-03
14  ,STITT ST ,K2S0R5,Ward 6,4M-596,27,KLINGER HOMES,Single,Goulbourn,Interior alterations in a 2 storey detached dwelling (remove load bearing walls),0,"10,000",265,2100901,Construction, 2021-Feb-03
815  ,SKYSAIL PL ,K4M0M5,Ward 21,,7,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Birch 2019 4 Bedroom B,1,"395,475",2365,2100902,Construction, 2021-Feb-03
33  ,KYLE AVE ,K2S1G9,Ward 6,4M-,,OGC LTD.,Single,Goulbourn,Interior alterations in a 2 storey detached dwelling,0,"21,170",568,2100903,Construction, 2021-Feb-03
74  ,ADRIFT ST ,K4M0N1,Ward 21,,167,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Fuchsia 2017 A,1,"348,152",2082,2100904,Construction, 2021-Feb-03
50  ,JETTY DR ,K4M0M6,Ward 21,,21,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Elderberry II 2019 C,1,"534,936",3199,2100905,Construction, 2021-Feb-03
804  ,CAPPAMORE DR ,K2J6V6,Ward 21,4M1656,130,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Georgian 2020 B,1,"393,134",2351,2100906,Construction, 2021-Feb-03
806  ,CAPPAMORE DR ,K2J6V6,Ward 21,4M1656,129,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Stanley 2020 B,1,"413,702",2474,2100907,Construction, 2021-Feb-03
145  ,WOODRIDGE CRES ,K2B7T2,Ward 7,465465,,CONTRACTOR UNKNOWN,Institutional,Nepean,"Interior/exterior alterations to a 2 storey elementary school (Bayshore Public School , elevator install/addition)",0,"584,251",231,2100908,Construction, 2021-Feb-04
140  ,MINIKAN ST ,K1X0E5,Ward 22,4M-,,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a 2 storey detached dwelling,1,"475,406",2843,2100909,Construction, 2021-Feb-04
1475  -3,STAR TOP RD ,K1B3W5,Ward 11,4M-,,CONTRACTOR UNKNOWN,Industrial,Gloucester,Tenant fit-up to a 1 storey industrial building (Unit 1 and 2),0,"200,000",3000,2100910,Construction, 2021-Feb-04
10  ,SPRINGFIELD RD ,K1M1C9,Ward 13,237700,8,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Construct detached carport for 2 cars for an institutional building (Embassy of India),0,"10,000",343,2100911,Construction, 2021-Feb-04
2195  ,QUINN CRES ,K1H6J5,Ward 18,712,21,CONTRACTOR UNKNOWN,Single,Old Ottawa,Install a woodstove fireplace insert in a 1storey detached dwelling,0,"6,000",0,2100912,Construction, 2021-Feb-04
1804  ,DEVLIN CRES ,K1H5T6,Ward 18,784,151,"BUCK-MOUSLEY, LAWRENCE",Single,Old Ottawa,"Interior alterations on the 2nd floor of a 2 storey detached dwelling (add laundry closet to walk-in-closet, ensuite remodel)",0,"2,500",0,2100913,Construction, 2021-Feb-04
182  ,MOUNTBATTEN AVE ,K1H5V7,Ward 18,,17,EDGEWATER POOLS,Single,Old Ottawa,Install an enclosure for an in ground pool (rear yard),0,0,0,2100914,Pool Enclosure, 2021-Feb-04
2225  ,CAROLTODD DR ,K4B0E8,Ward 19,50M-48,30,CONTRACTOR UNKNOWN,Single,Cumberland,Replace a woodstove on the main floor of a 2 storey detached dwelling,0,"5,000",0,2100915,Construction, 2021-Feb-04
1185  ,BEAUJOLAIS CRES ,K1C2H5,Ward 1,4M-170,818,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations in a 2 storey detached dwelling (remove load bearing walls/kitchen alterations),0,"15,000",230,2100916,Construction, 2021-Feb-04
619  ,GLENHURST CRES ,K1J7B6,Ward 11,818,238,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 2 storey detached dwelling (replace wood framed wall with steel beam),0,"5,000",322,2100917,Construction, 2021-Feb-04
36  ,ROCKCLIFFE WAY ,K1M1B5,Ward 13,M51,80,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the second floor of a 2 storey detached dwelling (modify bedrooms),0,"6,000",216,2100918,Construction, 2021-Feb-04
133  ,BARONESS DR ,K2G6Z2,Ward 22,4M1190,21,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations in a 2 storey detached dwelling (kitchen renovation & remove load bearing wall),0,"25,000",500,2100919,Construction, 2021-Feb-04
110  ,PLACE D'ORLEANS DR ,K1C2L9,Ward 1,4M-,,CONTRACTOR UNKNOWN,Retail,Cumberland,"Interior alterations on the 1st floor of a 2 storey retail building (Place D'Orleans, CRU 1, Mobile Care)",0,"100,000",1150,2100920,Construction, 2021-Feb-04
2157  ,BEL-AIR DR ,K2C0X2,Ward 8,341791,55,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling in the basement of a 1 storey detached dwelling,1,"20,000",1298,2100921,Construction, 2021-Feb-04
1184  ,ALBANY DR ,K2C2L4,Ward 8,372115,539SPT,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling,0,"15,995",54,2100922,Construction, 2021-Feb-04
220  ,LAURIER AVE W,K1P5Z9,Ward 14,4556,44,C. GIAMBERARDINO CONTRACTING INC.,Office,Old Ottawa,Tenant fit-up on the 5th floor of a 16 storey office building (Unit #520),0,"35,000",861,2100923,Construction, 2021-Feb-04
6125  ,JAMES BELL DR ,K4M1B3,Ward 21,4M-,,CONTRACTOR UNKNOWN,Single,Rideau,Exterior alterations to a 2 storey detached dwelling (replace flat roof with new roof),0,"70,000",3800,2100924,Construction, 2021-Feb-04
223  ,ASTURCON ST ,K2V0B1,Ward 6,4M-1491,23,MARK SLATER CONSTRUCTION,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"41,823",900,2100925,Construction, 2021-Feb-04
296  ,SOMERSET ST E,K1N6W1,Ward 12,46666,15,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Tenant fit-up on the 1st floor of a 3 storey mixed use building (Unit #121 - Take out restaurant and retail food store),0,"140,000",966,2100926,Construction, 2021-Feb-04
581  ,QUEEN MARY ST ,K1K1V9,Ward 13,333,74/75,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,"20,000",-1400,2100927,Demolition, 2021-Feb-04
581  ,QUEEN MARY ST ,K1K1V9,Ward 13,333,74/75,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,"669,917",4006,2100928,Construction, 2021-Feb-04
583  ,QUEEN MARY ST ,K1K1V9,Ward 13,333,74/75,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,"669,917",4006,2100928,Construction, 2021-Feb-04
1162  ,ST. PIERRE ST ,K1C1L5,Ward 1,86,21 22 & 24,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 2 storey detached dwelling,-1,"5,000",-1561,2100929,Demolition, 2021-Feb-04
